"keyword","impression","click","cost","ranking","conversion"
"北京特价机票",68,4,4.73,2.92,0
"北京出发特价机票",8,1,1,3.4,0
"广州-机票",12,1,0.84,4,0
"打折机票查询",1226,23,14.3,9.97,1
"深圳-机票网",5,2,2.47,1.25,0
"长沙特价机票",18,7,8.77,1.87,0
"机票最便宜",25,3,2.64,2.21,0
"民航机票",74,4,2.96,3.77,0
"上海飞机票价格",3,1,1.1,10,0
"特价机票价格查询",168,25,27.18,4.02,4
"预订机票",57,2,2.36,8.81,0
"携程网订机票",53,2,0.97,9.65,0
"丽江机票",37,3,1.76,6.22,0
"打折机票价格查询",289,1,0.49,12.68,0
"机票怎么买便宜",22,2,1,7.79,0
"郑州航班时刻表",161,6,3.51,4.11,0
"武汉打折机票",8,1,0.64,3.2,0
"订飞机票",2062,23,18.79,10.44,0
"乌鲁木齐打折机票",218,1,0.79,11.4,0
"天津机票查询",6,1,0.63,4.25,0
"济南特价机票查询",76,2,2.07,9.38,0
"飞机票订购",73,2,1.22,9.19,0
"十一去哪旅游好",545,1,0.3,9.41,0
"深圳飞机票查询",30,3,3.64,10.89,1
"深圳定机票",22,2,1.45,7.3,0
"昆明折扣机票",8,1,1.01,7,0
"电话预定长沙机票",11,1,0.78,12.29,0
"大连机票",34,6,4.51,5.06,0
"飞机票最便宜",38,2,0.89,5.2,0
"上海折扣机票网",10,1,1,7,0
"深圳机票预订",362,7,3.98,9.4,0
"深圳的机票",17,1,0.54,9.08,0
"上海特价机票",76,2,1.57,7,0
"北京-特价机票",211,4,3.05,11.22,0
"定机票网",26,1,0.45,6.32,0
"北京特价机票网",5,2,1.53,14,0
"携程网-机票预订",842,1,0.57,4.59,0
"网上飞机票官网",200,2,0.95,10.46,5
"最便宜飞机票",333,18,8.89,7.35,0
"三亚机票",61,1,0.93,5.5,0
"小孩飞机票",27,2,1.67,4.8,0
"深圳打折机票",83,1,1.02,10.79,0
"长沙特价机票",24,7,8.6,3.79,0
"什么时候飞机票最便宜",16,2,0.75,3.43,0
"深圳打折机票",10,1,1.48,5,0
"昆明便宜飞机票",54,4,4.04,5.26,0
"广州特价机票",227,2,0.93,8.01,0
"厦门-飞机票预订",434,6,2.65,7.08,0
"长春特价机票查询",35,1,0.64,9.97,0
"大连飞机时刻表",33,2,1.27,4.48,0
"厦门机票",327,7,6.05,5.33,0
"三亚特价机票查询",121,1,1.07,9.33,0
"特价飞机票",227,10,6.04,8.83,0
"南航机票查询",89,1,0.45,9.3,0
"机票-网",196,1,0.45,7.93,0
"飞机票价查询",532,3,3.11,9.09,0
"深圳特价飞机票",385,9,7.87,8.4,0
"北京出发特价机票",4,1,0.62,1,0
"广州航班查询",18,1,0.94,8,0
"沈阳打折机票查询",9,2,1.3,5.5,0
"上海低价机票",139,1,0.89,10.77,0
"深圳-打折机票",5,2,1.7,3.5,0
"机票打折",765,29,17.07,10.37,0
"上海-买机票",102,4,3.48,6.87,0
"机票特价",7800,346,295.59,8.57,8
"三亚特惠机票",39,1,0.43,8.49,0
"成都机票",60,1,0.75,7.49,0
"三亚打折飞机票",53,4,2.87,7.77,0
"乌鲁木齐订机票电话",8,1,0.44,7.2,0
"济南飞机票",67,1,0.63,8.68,0
"上海-买机票",122,6,5,5.91,1
"北京机票团购",14,1,0.71,6.08,0
"武汉打折机票",5,1,0.64,3.5,0
"南京飞机票查询",163,1,0.86,9.13,0
"特价上海机票",8,1,0.66,7.33,0
"郑州特价机票",278,2,1.24,8.56,0
"烟台飞机时刻表",104,1,0.62,4.48,0
"武汉飞机票价格",3,1,0.65,8,0
"广州航班时刻表",146,3,1.95,5.52,0
"北京特价飞机票",76,1,0.76,10.66,0
"定西安机票",17,2,1.01,8.56,0
"机票最便宜",16,1,0.87,1.63,0
"北京-便宜机票",8,1,0.8,6,0
"飞机票查询网",439,7,5.55,7.3,0
"哪里买飞机票便宜",9,1,0.49,11.4,0
"天津机票查询",5,1,0.65,8.5,0
"机票预订-同程",9,1,0.45,8.2,0
"特价飞机票",5384,93,47.21,9.75,4
"网上哪里买机票便宜",46,2,0.68,6.68,0
"去哪网特价机票",135,1,0.5,9.91,0
"重庆的航班",20,1,0.64,7.36,0
"长沙机票查询",32,1,0.63,7.71,0
"长春航班时刻表",41,1,0.79,4.18,0
"三亚机票",124,1,0.74,8.19,0
"飞机票打折查询",43,1,0.48,9.43,0
"广州延吉航班",4,1,0.99,3.67,0
"机票查询",21897,218,222.59,9.49,5
"烟台便宜飞机票",4,1,0.87,4,0
"江西十一旅游",7,1,0.81,4,0
"哈尔滨飞机",682,2,0.87,5.49,0
"订飞机票",2073,46,48.19,7.84,3
"杭州便宜飞机票",37,1,0.68,7.32,0
"乌鲁木齐特价机票",34,1,0.6,7.82,0
"机票查询",18169,67,29.55,11.29,12
"银川特价机票",64,4,2.87,8.67,0
"订机票-深圳",916,13,5.59,7.73,2
"深圳机票预定",74,1,0.48,8.7,0
"昆明-特价机票",1687,24,11.13,8.15,0
"南京飞机票",1303,36,26.79,6.18,0
"成都特价机票",207,3,2.09,8.66,0
"上海-买机票",87,3,2.39,7.14,0
"特价机票-去哪儿",379,1,0.46,10.1,0
"哈尔滨飞机票价",85,2,1.45,8.59,0
"订深圳机票",8,1,0.53,7.2,0
"昆明便宜机票",55,1,0.79,9.42,0
"机票提前多久买便宜",21,3,1.4,3.16,0
"长春机票查询",21,1,0.77,9.72,0
"哪个航空的机票便宜",63,1,0.49,6.84,0
"北京-飞机票价格",7,1,0.67,4.67,0
"海口特价机票",9,1,0.65,7.33,0
"预订特价机票",813,10,5.87,9.31,0
"重庆-机票",2,1,0.85,4.5,0
"携程网特价机票查询",163,4,1.89,10.74,0
"飞机票在哪买便宜",13,2,1,6,0
"广州打折机票",51,1,0.94,8.75,0
"特价机票预订",467,59,64.8,5.87,8
"机票预订网",576,9,5.15,9.89,0
"长沙飞机时刻表",51,2,1.68,3.96,0
"春节机票打折吗",5,1,0.97,5.5,0
"去那儿-打折机票网",364,3,1.41,9.53,0
"上海便宜机票",15,2,1.34,5.38,0
"北京机票",83,1,0.74,8.35,0
"郑州航班查询",238,1,0.53,7.19,0
"济南机票特价",22,2,1.27,7.59,0
"买飞机票官网",14,2,0.93,3.58,0
"上海便宜机票",48,1,0.88,8.36,0
"特价飞机票",884,11,6.93,9.11,2
"网上订机票",89,1,0.51,9.3,0
"长沙打折机票",103,1,0.73,10.57,1
"南京机票网",3,1,0.98,10,0
"途牛机票",20,5,2.3,1,2
"订机票网站",888,35,36.76,6.22,2
"烟台航班时刻表",53,1,0.67,3.24,0
"北京机票网站",3,1,0.68,4.5,0
"什么网站定机票便宜",7,1,0.5,3.5,0
"长沙机票多少钱",33,1,0.53,8.61,0
"乌鲁木齐飞机票查询",34,1,0.54,10.19,1
"广州打折机票预订",7,1,0.94,4,0
"北京打折机票预订",9,1,0.96,5.86,0
"上海打折机票价格查询",9,1,0.65,8.4,0
"特价机票查询网",743,10,6.56,7.82,0
"杭州机票",82,1,0.65,8.91,0
"乌鲁木齐的航班",76,3,1.84,6.45,0
"打折西双版纳机票",5,1,0.63,5,0
"厦门-特价机票",35,2,1.41,7.66,1
"厦门特价飞机票",106,2,1.28,7.79,0
"深圳机票查询",84,2,1.7,7.74,0
"上海特价机票网",18,2,1.55,2.73,1
"北京特价机票网",29,3,2.26,5.82,0
"呼和浩特机票预订",6,1,0.44,7,0
"机票预订网站",18,2,2.1,8.94,0
"西安机票-价格",37,1,0.77,8.82,0
"深圳机票价格",32,2,1.58,7.17,0
"查询机票价格",519,9,8.82,8.05,0
"优惠机票网站",4,1,0.61,6,0
"乌鲁木齐打折机票查询",24,2,1.45,9.43,0
"订机票",474,32,30.15,7.18,0
"2013十一旅游推荐",52,1,0.89,8.24,0
"重庆特价机票",87,1,0.75,10.73,0
"深圳机票预订",281,6,2.82,8.92,0
"深圳特价机票",79,13,16.05,4.51,0
"北京机票订购",112,2,1.77,6.25,0
"太原特价机票",192,3,2.33,9.36,0
"深圳机票预订",378,20,16.69,6.47,4
"乌鲁木齐的航班",73,2,1.43,6.86,0
"南宁飞机票价",73,1,0.53,8.52,0
"机票订购",644,16,16.06,6.9,3
"机票特价",20,2,1.64,2.88,3
"三亚机票团购",9,2,1.75,4.6,0
"深圳定票",6,1,1.22,1,0
"特价飞机票",213,33,32.02,4.44,0
"西安飞机票",14,1,0.75,7.7,0
"贵阳特价机票",14,1,0.66,9.9,0
"哈尔滨航班查询",278,3,1.71,6.69,0
"南昌航班时刻表",83,3,1.76,4.97,0
"西安特价飞机票",229,5,3.55,9.33,0
"买飞机票网站",24,1,0.41,6.65,0
"海口机票多少钱",30,1,0.79,6.28,0
"深圳机票查询",117,4,3.38,7.59,0
"北京飞机票",356,3,2.03,7.39,0
"深圳优惠机票",3,1,0.76,6,0
"北京的机票",1064,6,3.9,6.35,0
"特价飞机票",5477,97,53.65,10.11,3
"大连特价飞机票",27,1,0.63,9.42,0
"哈尔滨特价飞机票",618,7,4.54,8.33,0
"深圳打折机票",21,1,1,4.67,0
"机票预订网",1623,14,13.72,9.27,0
"广州飞机",4804,38,38.48,6.51,0
"大连航班查询",31,1,0.6,8.21,0
"厦门-特价机票",17,3,1.56,6.2,0
"昆明机票",56,1,0.63,10.28,0
"大连飞机时刻表",37,2,1.24,4.34,1
"三亚特价机票预定",25,2,0.95,8.67,0
"折扣机票",810,28,22.68,7.49,2
"特惠机票订购",25,3,2.51,6.64,0
"特价机票查询网",81,3,1.88,8.94,0
"武汉订机票-电话",4,1,0.53,3.67,0
"乌鲁木齐特价机票",65,3,1.95,8.43,0
"特价重庆机票网",18,2,1.35,7.88,0
"上海特价机票网",13,4,3.17,5.11,2
"飞机票预定",3295,21,10.15,10.18,0
"呼和浩特机票",29,1,1.05,7.04,0
"厦门机票预定",1737,25,11.52,6.93,0
"上海打折机票预订",12,2,2.14,8.67,0
"长春特价机票",228,2,0.95,7.76,0
"特价机票价格",2728,92,95.91,5.89,2
"长沙机票订购",2,1,0.85,8,0
"北京机票订购",369,7,4.37,6.89,0
"上海到武汉特价机票",15,1,1.93,8.77,0
"郑州飞机票便宜",3,1,0.73,4,0
"打折机票在哪里买",4,1,0.46,14.67,0
"飞机票预订",1230,3,1.57,13.16,0
"北京打折机票",79,1,0.74,9.39,0
"三亚飞机",353,1,0.51,6.44,0
"春节打折机票",38,7,6.83,3.19,0
"烟台机票查询",23,1,0.3,5.7,0
"兰州特价机票",6,1,0.75,9,0
"最低折扣机票",42,2,1.38,9,0
"最便宜的机票",34,6,4.95,2.6,0
"济南的飞机",218,5,2.9,5.55,0
"呼和浩特特价飞机票",70,2,1.65,5.99,0
"厦门飞机票查询",67,1,0.77,6.73,0
"南京机票",65,1,0.63,6.8,0
"五一期间打折机票",5,1,0.62,2.5,0
"广州飞机票查询",28,1,0.9,11.12,0
"预定飞机票官方网站",141,2,0.93,11.05,0
"西安航班时刻表",183,2,1.38,4.14,0
"北京的机票",473,5,2.85,8.56,0
"大连特价机票",36,2,1.92,5.38,0
"折扣机票",144,2,1.39,6.77,0
"飞机票预订",1876,20,16.25,11.41,0
"定机票网",23,1,0.5,8.77,0
"汕头机票",9,1,0.34,7.25,0
"怎样买机票便宜",17,1,0.35,10,0
"中秋十一放假",80,1,0.3,1.03,0
"厦门特价机票",274,5,3.07,7.43,0
"订购机票",454,10,5.82,8.92,0
"南京打折机票查询",5,1,0.99,5.33,0
"呼和浩特往返机票",3,1,0.77,8.33,0
"深圳的机票",480,34,43.37,4.24,1
"杭州特价机票",31,1,0.93,2.18,0
"哈尔滨便宜飞机票",374,4,2.84,9.79,0
"北京机票网站",10,1,0.95,4.4,0
"深圳的航班",375,2,0.89,8.14,0
"贵阳航班查询",72,1,0.52,7.38,0
"深圳机票",125,9,7.13,4.32,1
"深圳飞机票",100,1,0.72,7.45,0
"如何买便宜的机票",4,1,0.5,14,0
"呼和浩特飞机时刻表",26,1,0.58,3.88,0
"沈阳优惠机票",4,1,0.44,6,0
"打折机票可以改签吗",120,12,5.67,2.35,0
"烟台飞机时刻表",89,1,0.53,5.38,0
"深圳特价机票查询",77,1,0.74,10.06,0
"杭州-飞机票",16,1,0.64,8.69,0
"淘宝机票查询",41,1,0.34,8.33,0
"广州机票查询",69,1,0.83,8.79,0
"太原便宜机票",42,2,1.1,8.54,0
"低价机票",251,17,17.89,5.63,1
"哈尔滨飞机时刻表",33,2,1.26,3.89,0
"深圳机票",122,13,15.59,3.41,0
"廉价机票网",18,1,0.49,5.22,0
"武汉折扣机票",11,1,0.69,7.17,0
"机票",50014,270,131.09,7.51,22
"三亚特价机票价格查询",14,2,1.41,9.14,0
"五一飞机票打折",3,1,0.87,1,0
"北京机票票价查询",204,16,10.81,7.35,1
"天津-飞机票",268,2,1.09,8.43,0
"上海飞机票",367,1,0.99,6.91,0
"上海机票特价",25,1,0.76,6.68,0
"深圳-飞机票",239,2,1.41,9.45,0
"上海-机票价格",15,1,0.59,10.08,0
"优惠机票",286,3,2.79,8.9,0
"武汉机票",14,1,0.34,10.07,0
"机票查询",17079,254,253.77,9.95,2
"杭州打折飞机票",97,1,0.5,8.94,0
"海口飞机",135,2,1.23,5.87,0
"元旦特价机票",7,1,0.81,8,0
"长春便宜机票",46,1,0.67,7.02,0
"去哪儿网订机票可靠吗",480,1,0.45,4.17,0
"济南航班时刻表",23,2,1.3,4.14,0
"机票特价网",240,3,1.83,9.38,0
"什么网站订机票最便宜",7,1,0.49,8,0
"北京机票价格查询",94,1,0.78,8.49,0
"北京机票网",32,1,0.87,6.14,0
"深圳机票",293,18,16.8,6.54,2
"海口便宜机票",10,1,0.65,2.86,0
"三亚航班",135,1,0.77,6.97,0
"特价南昌飞机票",29,1,0.76,7.21,0
"最便宜的机票",41,2,1.65,5.58,0
"广州特价机票",108,3,2.85,8.62,0
"广州飞机票预定",92,1,0.93,9.02,0
"广州便宜机票",232,3,1.99,9.55,0
"自助游安徽",5,1,0.87,7.5,0
"深圳廉价机票",11,3,2.93,3.86,0
"大连飞机票价",74,1,0.79,7.9,0
"哈尔滨便宜机票",287,6,3.33,10.37,0
"广州的飞机票",268,1,0.51,9.76,0
"全国机票查询",58,1,0.45,10.64,0
"最便宜的机票",45,4,2.64,5.04,0
"机票预订网",1396,40,41.09,7.34,0
"北海机票",9,1,0.34,6,0
"深圳特价飞机票",5,1,1.07,2.5,0
"深圳机票价格查询",64,1,0.71,13.65,0
"北京机票票价查询",139,1,0.69,7.6,0
"呼和浩特飞机时刻表",23,1,0.53,3.5,0
"武汉的飞机",242,1,0.3,5.84,0
"特价机票查询",2893,137,119.59,6.06,8
"飞机订票官网",45,1,0.45,10.14,0
"长沙飞机时刻表",19,1,0.67,5,0
"北京航班查询",41,1,0.7,4.3,0
"打折机票网",1314,44,29.47,8.76,0
"最便宜飞机票",257,5,2.44,9.27,0
"长春特价机票查询",33,2,2.06,9,2
"乌鲁木齐机票",392,2,1.17,10.49,0
"网上飞机票预订官网",143,1,0.46,10.23,2
"去哪儿网特价机票",2689,2,0.99,9.8,0
"广州机票优惠",2,1,0.95,2,0
"怎样买便宜机票",8,1,0.5,9.6,0
"大连机票",38,3,2.09,8.62,0
"最低折扣机票查询",19,1,0.41,8.07,0
"厦门低价机票",139,9,5.92,7.44,0
"济南便宜机票",60,1,0.53,8.57,0
"特价昆明飞机票",8,1,0.79,9,0
"武汉飞机",194,1,0.58,7,0
"乌鲁木齐航班时刻表",51,3,2.11,4.65,0
"成都便宜飞机票",47,1,0.72,8.51,0
"订机票最便宜的网站",330,28,18.28,4.98,2
"三亚机票预定",26,1,0.63,6.73,0
"深圳的飞机票",703,9,6.02,10.43,1
"上海特价机票网",9,1,0.74,2.43,0
"购机票",324,8,6,8.29,1
"机票订购网",62,5,4.96,7.13,0
"乌鲁木齐飞机时刻表",29,1,0.92,4.21,0
"深圳机票多少钱",71,2,1.28,7.17,0
"三亚-飞机票",1565,36,20.85,7.44,0
"上海便宜飞机票",39,2,1.87,8.83,0
"预订深圳机票",30,1,0.88,7.69,0
"上海机票优惠",5,1,0.81,7.5,0
"定机票网站",46,1,0.41,7.24,0
"大连特价机票查询",54,1,0.5,8.3,0
"途牛网机票查询",14,1,0.47,1,0
"长沙机票",40,2,1.38,5.59,0
"广州预定机票",7,2,1.56,6.33,0
"深圳-特价机票",12,2,2.48,4.33,1
"乌鲁木齐飞机票多少钱",32,1,0.71,6.83,0
"网上订飞机票安全吗",79,2,1.24,5.69,0
"飞机票便宜",51,2,0.92,7.12,0
"什么时候买机票便宜",223,13,5.97,3.83,0
"成都折扣机票",5,1,2.1,2.33,0
"途牛网-机票",10,3,1.3,1,0
"机票比价网",18,6,2.98,1.8,0
"厦门航班",36,1,0.63,5.26,3
"北京飞机票预定",22,1,0.68,10.16,0
"广州飞机",6206,54,54.29,6.58,1
"三亚的航班",30,1,0.74,5.44,0
"北京-特价机票",4,1,0.78,5,0
"天津机票价格",29,1,0.67,8.92,0
"打折机票",931,39,34.84,8.16,1
"特价机票价格查询",263,38,32.3,4.82,1
"北京机票订购",570,11,7.27,6.99,0
"网上低价往返机票",165,3,2.36,10.31,0
"武汉出发特价机票",5,1,0.63,2.5,0
"大连飞机时刻表",92,3,1.84,4.92,0
"三亚飞机",290,1,0.6,4.59,0
"深圳打折机票",97,3,2.29,9.7,0
"机票预订",7557,75,32.23,11.41,4
"武汉航班查询",258,1,0.55,6.56,0
"机票订购官方网站",32,1,0.5,10.3,0
"南宁飞机票查询价格",21,1,1.05,6.82,0
"哪个网站订机票安全",21,1,0.34,5,0
"三亚折扣机票",10,1,0.73,11.13,0
"乌鲁木齐机票",752,6,3.08,8.7,0
"青岛优惠机票",5,1,0.69,6,0
"国内机票",45,3,3.61,6.23,0
"订机票最便宜的网站",631,25,16.23,6.97,0
"哈尔滨往返机票",299,5,4.34,8.68,0
"乌鲁木齐机票",712,10,6.29,9.55,0
"深圳优惠机票",5,1,0.96,2,0
"打折特价机票查询",20,1,0.42,9.06,0
"成都的机票",7,1,1.09,4.5,0
"三亚特价机票价格",20,2,1.23,10.3,0
"珠海机票-网",9,1,0.7,5.75,1
"湛江特价机票",5,1,0.75,3,0
"上海打折机票",59,1,1.08,5.68,0
"飞机票特价查询",133,1,0.44,9.3,0
"南京飞机票价",56,1,0.53,7.02,0
"去哪儿网订机票可靠吗",144,2,0.97,4.03,0
"元旦机票",4,1,0.74,6.33,0
"厦门特价机票",162,4,4.03,7.13,0
"广州的飞机票",610,16,17.02,6.68,0
"特价济南飞机票",11,1,0.7,10.1,0
"乌鲁木齐打折机票预订",6,1,0.45,6.2,0
"特价机票查询-同程机票",28,2,0.88,9.42,1
"儿童机票规定",221,10,5.95,2.87,0
"珠海航班查询",28,1,0.53,5.5,0
"机票打折网",126,6,2.75,8.15,0
"上海-特价机票",2,1,1,9,0
"三亚机票",316,8,7,8.02,0
"深圳特价机票",90,1,0.75,9.27,0
"长沙航班查询",249,1,0.75,6.31,0
"三亚机票往返",18,2,1.23,7.4,0
"重庆机票网",13,1,0.82,4.25,0
"全国机票查询",41,1,0.45,8.9,0
"厦门航班",65,1,0.53,7.02,0
"武汉机票",30,2,0.91,7.92,2
"机票-网",270,5,2.1,5.72,0
"上海折扣机票",10,1,0.85,3.75,0
"飞机票哪里最便宜",20,1,0.44,7.78,0
"机票预订官网",365,12,10.45,6.78,1
"三亚特价飞机票",347,18,12.71,6.52,5
"哪的机票最便宜",12,2,0.93,5.7,0
"上海优惠机票",10,2,1.79,5.5,0
"广州航班查询",346,1,0.74,6.99,0
"深圳-飞机票",3,2,2.6,1,0
"飞机订票网站",62,1,0.41,6.21,0
"天津飞机",97,1,0.68,7.12,0
"订机票-深圳",2040,53,33.11,6.76,4
"天津特价机票网",8,3,1.95,4.25,0
"广州往返机票",231,2,2.03,10.04,0
"北京机票网站",6,1,0.59,7.8,0
"海口特价机票",13,5,3.75,3.82,0
"重庆特价机票",109,1,0.56,10.93,0
"广州航班",74,1,0.61,6.53,0
"广州特价机票查询",51,2,2.06,10.02,0
"廉价机票订购",543,60,53.82,5.58,0
"途牛网特价机票",65,7,3.32,1.24,0
"网上订机票官网",86,1,0.49,10.31,0
"特价机票1-2折",7,1,0.7,4,0
"厦门-飞机票预订",532,3,1.2,7.66,0
"哪里买机票最便宜",47,1,0.66,8.43,0
"订机票哪个网站好",128,6,2.79,11.43,0
"哪里订机票便宜",110,5,3.54,4.4,0
"重庆便宜机票",355,2,1.46,9.17,0
"深圳的航班",842,3,1.35,7.59,0
"预定长沙机票",5,1,0.64,9.5,0
"飞机票特价查询",106,4,1.76,9.22,0
"大连特价机票",29,1,0.74,9.66,0
"打折机票价格查询",318,13,4.68,9.75,0
"网购机票",36,1,0.68,9.45,0
"上海-飞机票",10,1,0.81,6.75,0
"最便宜的飞机票",317,15,7.46,5.93,0
"深圳飞机票预定",83,2,1.45,7.05,0
"海口-飞机票",50,1,0.68,7.68,0
"三亚特价飞机票",137,3,2.79,7.74,0
"乌鲁木齐机票多少钱",13,1,0.64,6.83,0
"重庆自助游攻略",94,1,0.63,9.29,0
"厦门飞机票",37,1,0.71,7.39,0
"特价机票价格查询",171,33,38.39,3.98,1
"哈尔滨航班查询",242,1,0.77,7,0
"武汉出发特价机票",7,1,0.7,2,0
"去深圳机票",7,1,0.49,5,0
"深圳飞机票",202,1,0.94,6.14,0
"海口-机票",22,2,0.82,6,0
"网上订机票",1686,24,25.23,6.55,3
"昆明打折机票预订",6,1,1.01,3.25,0
"昆明便宜飞机票",4,1,0.73,6,0
"去哪网机票预订",951,4,1.76,9.24,0
"郑州飞机",177,2,0.83,7.97,0
"南京飞机票多少钱",18,1,0.35,7.24,0
"途牛机票",5,2,0.96,1,0
"怎样买到便宜机票",129,5,3.51,4.3,0
"机票订票官网",43,1,0.45,8.97,0
"长沙飞机",150,1,0.54,7.5,0
"天津航班时刻表",143,4,2.43,4.34,0
"兰州特价机票",8,1,0.71,8.25,0
"深圳机票",48,1,0.65,8.33,0
"长沙便宜机票预订",2,1,0.45,7,0
"特价机票网可靠吗",27,1,0.5,6,0
"北京的机票",114,4,2.8,8.98,0
"5.1机票打折",7,1,1.17,2,0
"订机票",379,3,1.39,10.53,0
"网上预订机票",1453,189,152.1,5.72,34
"南昌特价飞机票",92,2,1.41,6.19,0
"烟台便宜机票",15,3,1.88,5.9,0
"特价机票价格",588,18,17.61,6.44,0
"重庆飞机票价",86,1,1.05,10.05,0
"网上飞机票官网",282,3,1.35,9.48,0
"上海-折扣机票",18,2,1.71,9.13,0
"折扣机票网",600,9,4.17,8.67,0
"深圳的机票",220,4,2.6,8.63,0
"烟台的飞机票",52,1,0.68,7,0
"深圳特价机票网",18,1,1,5.2,0
"上海-机票",19,1,0.8,5.14,0
"烟台飞机",286,1,0.69,4.14,0
"武汉便宜机票",8,1,0.59,11,0
"头等舱机票查询",21,1,0.49,8.94,0
"海口机票",8,3,1.9,6.33,1
"长春飞机票查询价格",8,1,0.69,6,0
"打折飞机票",60,8,6.59,5.07,1
"深圳机票网站",9,1,0.77,2.75,0
"哈尔滨往返机票",27,1,0.62,5.59,0
"北京机票票价查询",149,6,3.89,7.7,0
"广州特价飞机票",1739,20,9.03,8.23,0
"深圳航班查询",41,1,1.26,5.24,0
"预订机票",1212,22,15.53,8.96,2
"南昌飞机票多少钱",18,1,0.64,3.73,0
"特价机票预定",3176,50,46.33,9.12,2
"盐城特价机票",2,1,0.75,6,0
"北京飞机时刻表",116,2,1.38,5.89,0
"南宁飞机票多少钱",15,1,0.66,5.17,0
"深圳便宜机票",304,18,15.26,7.76,10
"深圳打折机票",80,1,0.67,8.77,0
"上海-买机票",164,11,10.95,6.65,0
"机票票价查询",235,1,0.45,9.03,0
"石家庄机票",22,1,0.74,4.63,0
"兰州机票",304,6,4.35,6.59,0
"哈尔滨机票",131,1,0.55,8.37,0
"海口飞机",144,4,3.27,7.11,0
"南宁飞机票查询",16,1,0.68,8.4,0
"海口航班",259,1,0.41,6.65,0
"电话订南昌飞机票",7,1,0.71,7.5,0
"杭州特价机票",29,2,1.83,5.08,0
"武汉特价机票查询",5,1,0.65,3,0
"特价北京机票",401,9,6.26,9.57,0
"上海特价机票",116,2,1.48,8.07,0
"特价飞机票",91,4,3.35,6.51,0
"烟台特价机票查询",57,1,1.05,7.2,0
"北海机票",13,1,0.75,8,0
"重庆机票网",21,1,0.83,6.41,0
"去哪网特价机票",29,1,0.5,10.69,0
"广州航班时刻表",94,2,1.38,7.8,0
"上海-买机票",166,8,5.91,5.89,1
"武汉订机票",5,1,0.65,5,0
"飞机票预订",2312,8,4.37,11.27,2
"郑州特价飞机票",56,2,1.78,8.33,0
"特价飞机票查询",1139,34,18.38,8.26,0
"打折特价机票查询",4,1,0.43,8,0
"上海订机票",868,21,17.42,8.79,1
"武汉特价机票",13,3,1.91,4.6,0
"丽江机票",33,1,0.34,5.81,0
"特价机票网",165,11,8.01,10.01,1
"天津飞机票",20,1,0.34,7.47,0
"武汉飞机票价",46,1,0.63,7.05,0
"乌鲁木齐机票查询",43,2,1.32,8.85,0
"三亚飞机时刻表",17,1,0.71,4.87,0
"携程网机票查询预订",180,1,0.3,7.55,0
"上海特价机票",391,2,1.56,9.85,0
"成都机票预订",38,2,1.7,9.8,0
"哈尔滨飞机票多少钱",16,1,1.02,6.77,0
"北京机票特价",15,2,1.54,7.3,0
"五一优惠飞机票",4,1,1.05,2,0
"途牛机票预订",11,2,0.98,1,0
"成都特价机票",40,7,13.14,4.73,0
"国内机票预订",73,3,2.08,7.22,0
"三亚特价机票",152,6,4.65,8.7,0
"天津-飞机票",168,3,2.06,7.73,0
"飞机票网上订票",661,15,15.52,8.6,2
"北京最低折扣机票",47,3,1.89,6.9,0
"深圳机票特价",44,1,0.72,7.85,0
"特价机票-去哪儿",630,1,0.45,10.62,0
"哪里订机票便宜",44,2,1.45,7.31,0
